,,,,,Label
./OID/Dataset/train/47327e1f0586543c.jpg,95,648,199,767,Couch
./OID/Dataset/train/47327e1f0586543c.jpg,200,432,609,724,Couch
./OID/Dataset/train/473b3a45ea021864.jpg,326,403,637,616,Couch
./OID/Dataset/train/4746929709d4281e.jpg,356,388,710,664,Table
./OID/Dataset/train/4793bd6fedb570b5.jpg,218,453,408,612,Table
./OID/Dataset/train/4793bd6fedb570b5.jpg,401,422,636,563,Table
./OID/Dataset/train/47a1d14641699f2c.jpg,0,483,506,767,Table
./OID/Dataset/train/47abeb7ed83c2420.jpg,177,240,1006,682,Couch
./OID/Dataset/train/47afe7059db4592b.jpg,0,467,783,707,Bed
./OID/Dataset/train/47b9b1968782d409.jpg,822,263,1023,461,Table
./OID/Dataset/train/47c06e4e94d7705e.jpg,14,598,282,878,Couch
./OID/Dataset/train/47c06e4e94d7705e.jpg,106,592,431,789,Couch
./OID/Dataset/train/47cdc112d0804b2d.jpg,17,317,222,509,Couch
./OID/Dataset/train/47db46ba76a66045.jpg,47,154,912,576,Couch
./OID/Dataset/train/47e9431e2119b136.jpg,509,365,877,557,Couch
./OID/Dataset/train/47f0bf7912575921.jpg,427,534,975,679,Table
./OID/Dataset/train/47f48a18d7bd99e5.jpg,0,457,545,669,Bed
./OID/Dataset/train/47f48a18d7bd99e5.jpg,26,322,778,599,Bed
./OID/Dataset/train/47f48a18d7bd99e5.jpg,330,234,931,402,Bed
./OID/Dataset/train/47f48a18d7bd99e5.jpg,534,175,1018,291,Bed
./OID/Dataset/train/480a4497fa8c2650.jpg,612,405,1004,675,Bed
./OID/Dataset/train/480a4497fa8c2650.jpg,0,407,588,680,Bed
./OID/Dataset/train/48257dbfe97bf60a.jpg,27,76,1024,683,Couch
./OID/Dataset/train/482a710c76eef93d.jpg,49,383,540,577,Bed
./OID/Dataset/train/482a710c76eef93d.jpg,500,299,1006,679,Bed
./OID/Dataset/train/48423683dab64bd0.jpg,0,189,984,767,Couch
./OID/Dataset/train/4853ace02b2a2bd3.jpg,55,236,932,683,Couch
./OID/Dataset/train/4855b9c5e3c2c8db.jpg,0,153,1023,679,Couch
./OID/Dataset/train/487321df21fc1aa3.jpg,46,210,594,525,Couch
./OID/Dataset/train/487613b80c89114c.jpg,0,397,682,819,Couch
./OID/Dataset/train/487f011feea42469.jpg,719,521,984,673,Couch
./OID/Dataset/train/488311d5507b0f30.jpg,162,428,942,768,Table
./OID/Dataset/train/488672d8d368480b.jpg,2,381,316,679,Couch
./OID/Dataset/train/488672d8d368480b.jpg,723,366,1022,684,Couch
./OID/Dataset/train/489a7f9ed7aa0f4d.jpg,0,0,852,766,Bed
./OID/Dataset/train/48be72ec33a79756.jpg,152,272,439,496,Bed
./OID/Dataset/train/48cbd7e01611c862.jpg,0,0,1012,768,Table
./OID/Dataset/train/48cd8dc3477a051c.jpg,705,420,993,672,Bed
./OID/Dataset/train/48cf09e2dcdd539c.jpg,0,728,22,767,Table
./OID/Dataset/train/48cf09e2dcdd539c.jpg,192,562,390,744,Table
./OID/Dataset/train/48cf09e2dcdd539c.jpg,206,734,458,767,Table
./OID/Dataset/train/48cf09e2dcdd539c.jpg,232,394,304,436,Table
./OID/Dataset/train/48cf09e2dcdd539c.jpg,352,438,520,466,Table
./OID/Dataset/train/48cf09e2dcdd539c.jpg,394,492,582,632,Table
./OID/Dataset/train/48cf09e2dcdd539c.jpg,438,578,1022,767,Table
./OID/Dataset/train/48cf09e2dcdd539c.jpg,632,486,880,590,Table
./OID/Dataset/train/48f5c9f64efa17de.jpg,472,606,1023,767,Couch
./OID/Dataset/train/490af52245ce6ce7.jpg,0,250,357,610,Couch
./OID/Dataset/train/490af52245ce6ce7.jpg,666,246,1023,751,Couch
./OID/Dataset/train/491354528f6fad6e.jpg,838,411,1023,541,Table
./OID/Dataset/train/4915bb180ada1582.jpg,230,411,323,518,Table
./OID/Dataset/train/4915bb180ada1582.jpg,638,477,789,597,Table
./OID/Dataset/train/493029dc7b621a68.jpg,0,205,809,575,Table
./OID/Dataset/train/493db75e71b5c842.jpg,0,664,682,1023,Bed
./OID/Dataset/train/49521fc5dbed88bd.jpg,0,0,1023,682,Table
./OID/Dataset/train/495592add202d228.jpg,0,375,1023,767,Table
./OID/Dataset/train/495592add202d228.jpg,632,287,1023,451,Table
./OID/Dataset/train/495592add202d228.jpg,913,209,990,288,Table
./OID/Dataset/train/496a765b5b717326.jpg,207,439,1023,767,Bed
./OID/Dataset/train/4976af5cd583e828.jpg,64,288,1024,838,Couch
./OID/Dataset/train/497e40dc768e3557.jpg,6,203,781,427,Couch
./OID/Dataset/train/49d7e2c95b0bd9d0.jpg,368,184,669,534,Bed
./OID/Dataset/train/49fdc7f0fe0ad7b2.jpg,62,804,637,1023,Table
./OID/Dataset/train/4a2599d7aa50b28f.jpg,0,355,867,767,Couch
./OID/Dataset/train/4a29a48cfb6ce1f2.jpg,27,262,789,594,Couch
./OID/Dataset/train/4a31446f90b462b2.jpg,640,521,786,612,Table
./OID/Dataset/train/4a4b9bff5853e322.jpg,601,553,1023,767,Couch
./OID/Dataset/train/4a774c45343d9b61.jpg,0,138,767,1023,Table
./OID/Dataset/train/4a8476837188d68b.jpg,0,111,447,558,Bed
./OID/Dataset/train/4a9a96fcd65fc8be.jpg,277,316,778,653,Couch
./OID/Dataset/train/4aa7f8cf587624cb.jpg,216,536,701,682,Table
./OID/Dataset/train/4aabefcb24d86380.jpg,0,236,449,610,Couch
./OID/Dataset/train/4aabefcb24d86380.jpg,497,249,1023,767,Couch
./OID/Dataset/train/4aaf0ff280e05794.jpg,116,362,527,573,Table
./OID/Dataset/train/4aaf0ff280e05794.jpg,493,291,575,424,Table
./OID/Dataset/train/4ac10cdecbfd2c38.jpg,442,514,1022,1022,Table
./OID/Dataset/train/4ad77bdab2fc2a3d.jpg,0,214,928,892,Couch
./OID/Dataset/train/4adb53cc1bf3402c.jpg,0,392,648,580,Couch
./OID/Dataset/train/4adb53cc1bf3402c.jpg,660,362,1023,534,Couch
./OID/Dataset/train/4af25a23d8cd2a63.jpg,0,0,1023,767,Couch
./OID/Dataset/train/4aff6b6fd02bbc94.jpg,527,595,758,765,Couch
./OID/Dataset/train/4aff6b6fd02bbc94.jpg,0,602,230,823,Couch
./OID/Dataset/train/4b23d2ce4cfe8bc3.jpg,16,402,376,677,Couch
./OID/Dataset/train/4b36719cd5be04fb.jpg,372,307,834,691,Bed
./OID/Dataset/train/4b3c8596487cf8d8.jpg,0,337,686,858,Bed
./OID/Dataset/train/4b43b591a0247862.jpg,612,261,1009,486,Bed
./OID/Dataset/train/4b57720bc1ccd227.jpg,45,508,710,762,Table
./OID/Dataset/train/4b7da074af21fec6.jpg,294,0,734,680,Bed
./OID/Dataset/train/4b855bc97df7f8bb.jpg,0,159,1023,682,Couch
./OID/Dataset/train/4b863aef44f11e27.jpg,346,434,762,793,Couch
./OID/Dataset/train/4b8f02ebd795b322.jpg,0,236,188,765,Couch
./OID/Dataset/train/4b8f02ebd795b322.jpg,829,252,993,310,Couch
./OID/Dataset/train/4b8f02ebd795b322.jpg,909,293,1023,465,Couch
./OID/Dataset/train/4b9ce61c9dd02783.jpg,0,377,436,682,Couch
./OID/Dataset/train/4b9e79229dc112e5.jpg,174,382,355,547,Table
./OID/Dataset/train/4b9e79229dc112e5.jpg,0,449,90,636,Table
./OID/Dataset/train/4b9e79229dc112e5.jpg,845,347,899,487,Table
./OID/Dataset/train/4b9e79229dc112e5.jpg,991,363,1023,384,Table
./OID/Dataset/train/4ba8f69449f2e83f.jpg,280,311,504,561,Bed
./OID/Dataset/train/4bce4c684d3675d4.jpg,0,70,1016,1023,Couch
./OID/Dataset/train/4bef102e65c4c708.jpg,625,393,973,628,Couch
./OID/Dataset/train/4c12f2ee61657d82.jpg,437,341,1024,740,Couch
./OID/Dataset/train/4c12f2ee61657d82.jpg,0,345,369,726,Couch
./OID/Dataset/train/4c1853b6ddf5142c.jpg,0,238,1023,767,Couch
./OID/Dataset/train/4c1dae6a3228406a.jpg,38,206,1023,683,Bed
./OID/Dataset/train/4c1dc4afeb4ae6dd.jpg,0,157,1023,762,Couch
./OID/Dataset/train/4c1dc4afeb4ae6dd.jpg,22,90,205,255,Couch
./OID/Dataset/train/4c2143cdde82ff67.jpg,684,407,972,670,Couch
./OID/Dataset/train/4c25a21ee1e65a20.jpg,429,414,768,739,Couch
./OID/Dataset/train/4c2b57f9b0152bd7.jpg,5,390,1023,764,Bed
./OID/Dataset/train/4c34a69bfecef327.jpg,60,342,1001,768,Table
./OID/Dataset/train/4c460dab81855a60.jpg,97,64,806,963,Couch
./OID/Dataset/train/4c4afeb06b4a2afe.jpg,132,321,787,767,Table
./OID/Dataset/train/4c6129a6b2ddd01e.jpg,314,385,689,701,Table
./OID/Dataset/train/4c6129a6b2ddd01e.jpg,31,340,216,549,Table
./OID/Dataset/train/4c6129a6b2ddd01e.jpg,313,278,477,432,Table
./OID/Dataset/train/4c6129a6b2ddd01e.jpg,652,301,959,584,Table
./OID/Dataset/train/4c6a6c64b349db6a.jpg,0,94,344,431,Bed
./OID/Dataset/train/4c6a6c64b349db6a.jpg,343,60,879,502,Bed
./OID/Dataset/train/4c6a6c64b349db6a.jpg,724,28,955,601,Bed
./OID/Dataset/train/4c6f5fcc5556448b.jpg,0,189,640,1004,Couch
./OID/Dataset/train/4c8ec4c770aa3887.jpg,122,401,915,762,Table
./OID/Dataset/train/4c8ec4c770aa3887.jpg,938,317,1000,486,Table
./OID/Dataset/train/4ca1d762cef23149.jpg,514,322,1023,789,Couch
./OID/Dataset/train/4ca3432d15da2537.jpg,639,554,897,751,Table
./OID/Dataset/train/4ca3432d15da2537.jpg,33,477,192,639,Table
./OID/Dataset/train/4ca3432d15da2537.jpg,352,469,487,602,Table
./OID/Dataset/train/4ca3432d15da2537.jpg,591,439,730,565,Table
./OID/Dataset/train/4ca7b2cae1b4649f.jpg,0,442,1023,639,Table
./OID/Dataset/train/4cac4dcb96960d47.jpg,1,540,179,792,Table
./OID/Dataset/train/4cac4dcb96960d47.jpg,89,434,341,523,Table
./OID/Dataset/train/4cac4dcb96960d47.jpg,914,556,1022,679,Table
./OID/Dataset/train/4caee1dd79dc6c49.jpg,0,493,319,978,Table
./OID/Dataset/train/4cc1f60f04b43939.jpg,0,574,1023,682,Table
./OID/Dataset/train/4ce68fdc0cbbb1c8.jpg,0,325,349,493,Table
./OID/Dataset/train/4ce68fdc0cbbb1c8.jpg,235,318,787,566,Table
./OID/Dataset/train/4ce68fdc0cbbb1c8.jpg,703,411,1023,574,Table
./OID/Dataset/train/4cee2d75c87b6055.jpg,22,507,289,604,Couch
./OID/Dataset/train/4ceebdbc0d56895f.jpg,206,269,730,766,Couch
./OID/Dataset/train/4cfe95d1682744c3.jpg,12,214,724,759,Couch
./OID/Dataset/train/4d08f561e247c5d3.jpg,134,377,826,667,Bed
./OID/Dataset/train/4d0be0a827698a85.jpg,0,322,1020,682,Bed
./OID/Dataset/train/4d4195c7c543b90e.jpg,0,362,133,610,Couch
./OID/Dataset/train/4d4195c7c543b90e.jpg,242,357,893,621,Couch
./OID/Dataset/train/4d4f810d9a523ffc.jpg,0,337,1022,766,Bed
./OID/Dataset/train/4d61e45b98f7282d.jpg,0,345,456,684,Couch
./OID/Dataset/train/4d704fb35458b4e5.jpg,737,477,996,658,Table
./OID/Dataset/train/4d704fb35458b4e5.jpg,3,479,186,674,Table
./OID/Dataset/train/4d70a5694727a4c2.jpg,0,291,505,682,Couch
./OID/Dataset/train/4d70a5694727a4c2.jpg,508,226,1023,422,Couch
./OID/Dataset/train/4d737aa19cbc86e6.jpg,299,432,823,667,Bed
./OID/Dataset/train/4d7ec44391a12e00.jpg,72,502,671,709,Table
./OID/Dataset/train/4d913b3510175135.jpg,164,626,672,997,Couch
./OID/Dataset/train/4dafb4ffee808654.jpg,70,335,881,1006,Bed
./OID/Dataset/train/4dc0bf671500feca.jpg,0,339,796,646,Couch
./OID/Dataset/train/4dc266bbae61bedf.jpg,748,386,1023,575,Couch
./OID/Dataset/train/4df1484c030d51bd.jpg,218,212,929,767,Couch
./OID/Dataset/train/4df8a0aa59b1d6e8.jpg,12,105,673,952,Table
./OID/Dataset/train/4e2c7f816c2be776.jpg,0,526,1022,766,Table
./OID/Dataset/train/4e2f334a60ab8c3f.jpg,18,506,1010,767,Table
./OID/Dataset/train/4e36e2d9cbe934bd.jpg,0,600,530,1022,Table
./OID/Dataset/train/4e4ab69398dd39fd.jpg,0,433,39,551,Couch
./OID/Dataset/train/4e4ab69398dd39fd.jpg,426,309,524,442,Couch
./OID/Dataset/train/4e4ab69398dd39fd.jpg,440,402,788,714,Couch
./OID/Dataset/train/4e4ab69398dd39fd.jpg,953,620,1023,767,Couch
./OID/Dataset/train/4e513544b98a4c68.jpg,384,456,560,614,Table
./OID/Dataset/train/4e5b1d33846f58dc.jpg,0,396,800,767,Table
./OID/Dataset/train/4e5b6354f72f09ac.jpg,349,595,760,1024,Table
./OID/Dataset/train/4e5b6354f72f09ac.jpg,177,413,297,503,Table
./OID/Dataset/train/4e5b6354f72f09ac.jpg,669,499,767,623,Table
./OID/Dataset/train/4e5b6354f72f09ac.jpg,678,438,767,481,Table
./OID/Dataset/train/4e5f0ed9ed95062e.jpg,0,429,570,682,Table
./OID/Dataset/train/4e5f0ed9ed95062e.jpg,74,71,196,389,Table
./OID/Dataset/train/4e5f0ed9ed95062e.jpg,753,132,1023,460,Table
./OID/Dataset/train/4e6dbf825b53b0cb.jpg,6,255,545,572,Couch
./OID/Dataset/train/4e6f40a3f2aefaaf.jpg,4,43,1023,745,Bed
./OID/Dataset/train/4e7610a499e2da69.jpg,0,291,625,749,Bed
./OID/Dataset/train/4e7ba09f60ef5a27.jpg,19,308,893,768,Bed
./OID/Dataset/train/4e9d6e5902946710.jpg,467,344,1023,677,Bed
./OID/Dataset/train/4e9db0ff67c3ab56.jpg,2,13,1022,766,Bed
./OID/Dataset/train/4ead51611b2e7d82.jpg,84,346,865,684,Bed
./OID/Dataset/train/4eb384607df8233e.jpg,8,406,166,682,Table
./OID/Dataset/train/4eb384607df8233e.jpg,270,330,376,451,Table
./OID/Dataset/train/4eb384607df8233e.jpg,676,350,920,456,Table
./OID/Dataset/train/4ed5af9e5a7a3bc2.jpg,0,449,1016,677,Bed
./OID/Dataset/train/4ee5df58b2d4fdeb.jpg,200,282,394,410,Couch
./OID/Dataset/train/4ee5df58b2d4fdeb.jpg,447,298,1002,671,Couch
./OID/Dataset/train/4ee8ecc83570513d.jpg,0,393,362,664,Couch
./OID/Dataset/train/4eec10fa2b69829e.jpg,156,466,868,766,Couch
./OID/Dataset/train/4ef2c3a57ee3e692.jpg,0,0,1023,767,Table
./OID/Dataset/train/4f01eb3c838ec937.jpg,183,453,739,659,Couch
./OID/Dataset/train/4f25e526c8b8440d.jpg,36,416,671,647,Table
./OID/Dataset/train/4f25e526c8b8440d.jpg,413,303,488,364,Table
./OID/Dataset/train/4f3c02c299a77c23.jpg,334,231,1023,682,Table
./OID/Dataset/train/4f412f3942e3ee62.jpg,0,307,1011,614,Table
./OID/Dataset/train/4f4b11a72bf14e48.jpg,107,358,420,450,Table
./OID/Dataset/train/4f4b11a72bf14e48.jpg,1,368,150,442,Table
./OID/Dataset/train/4f4b11a72bf14e48.jpg,461,370,575,398,Table
./OID/Dataset/train/4f4b11a72bf14e48.jpg,548,677,1023,767,Table
./OID/Dataset/train/4f4b11a72bf14e48.jpg,557,432,866,680,Table
./OID/Dataset/train/4f4b11a72bf14e48.jpg,797,405,1020,496,Table
./OID/Dataset/train/4f4cd540d77f4f3b.jpg,0,482,576,767,Bed
./OID/Dataset/train/4f4cd540d77f4f3b.jpg,752,518,1023,767,Bed
./OID/Dataset/train/4f521df7a6d752f6.jpg,0,177,1021,442,Couch
./OID/Dataset/train/4f76ae9c0094590d.jpg,0,458,234,682,Table
./OID/Dataset/train/4f7734d142c46f78.jpg,271,35,766,727,Bed
./OID/Dataset/train/4f89cdd607a7cc84.jpg,0,246,167,763,Bed
./OID/Dataset/train/4f89cdd607a7cc84.jpg,59,382,463,765,Bed
./OID/Dataset/train/4f8a0d08a70189cf.jpg,0,267,576,681,Bed
./OID/Dataset/train/4f95257cb7e2a44f.jpg,0,649,1023,766,Table
./OID/Dataset/train/4f962fdcd30e2d71.jpg,0,68,1023,682,Bed
./OID/Dataset/train/4f9f91da97bbb1a1.jpg,262,316,623,680,Bed
./OID/Dataset/train/4fb627ef5d929b4b.jpg,110,126,1014,682,Bed
./OID/Dataset/train/4fbf79f3ae1981d0.jpg,408,255,641,531,Table
./OID/Dataset/train/5004a5c744c16105.jpg,230,527,729,768,Couch
./OID/Dataset/train/5004a5c744c16105.jpg,118,488,223,583,Couch
./OID/Dataset/train/5004a5c744c16105.jpg,438,463,589,541,Couch
./OID/Dataset/train/50058f7425ef4d9e.jpg,0,198,591,767,Bed
./OID/Dataset/train/5031c17ed206c4de.jpg,1,193,923,650,Couch
./OID/Dataset/train/5034beebf03b7f2f.jpg,23,463,280,584,Table
./OID/Dataset/train/5034beebf03b7f2f.jpg,287,458,355,544,Table
./OID/Dataset/train/504986ee69c2e408.jpg,0,420,84,445,Bed
./OID/Dataset/train/504986ee69c2e408.jpg,0,482,160,593,Bed
./OID/Dataset/train/504986ee69c2e408.jpg,64,408,173,445,Bed
./OID/Dataset/train/504986ee69c2e408.jpg,249,406,369,440,Bed
./OID/Dataset/train/504986ee69c2e408.jpg,401,395,449,436,Bed
./OID/Dataset/train/504986ee69c2e408.jpg,435,446,657,472,Bed
./OID/Dataset/train/504986ee69c2e408.jpg,490,434,698,536,Bed
./OID/Dataset/train/504986ee69c2e408.jpg,493,395,581,425,Bed
./OID/Dataset/train/504986ee69c2e408.jpg,586,387,696,431,Bed
./OID/Dataset/train/504986ee69c2e408.jpg,698,429,851,504,Bed
./OID/Dataset/train/504986ee69c2e408.jpg,711,387,794,415,Bed
./OID/Dataset/train/5056a9bd2bbd7c9e.jpg,1,503,634,679,Bed
./OID/Dataset/train/505dab202648d39c.jpg,0,304,152,502,Table
./OID/Dataset/train/505dab202648d39c.jpg,0,525,1022,1022,Table
./OID/Dataset/train/505dab202648d39c.jpg,384,245,579,302,Table
./OID/Dataset/train/505dab202648d39c.jpg,682,368,1019,592,Table
./OID/Dataset/train/507b08e222a2fb62.jpg,6,506,392,973,Bed
./OID/Dataset/train/508077a89b6da67c.jpg,0,481,1023,680,Table
./OID/Dataset/train/508ea5be2b95d90e.jpg,0,103,986,767,Bed
./OID/Dataset/train/50a674d2496b8a47.jpg,1,43,1023,682,Table
./OID/Dataset/train/50a674d2496b8a47.jpg,324,0,1023,133,Table
./OID/Dataset/train/50a674d2496b8a47.jpg,347,48,851,124,Table
./OID/Dataset/train/50a8340c8cd0fce6.jpg,0,79,758,680,Bed
./OID/Dataset/train/50a8340c8cd0fce6.jpg,481,71,1016,477,Bed
./OID/Dataset/train/50d0b85e28bf4876.jpg,885,530,1019,732,Table
./OID/Dataset/train/50d0b85e28bf4876.jpg,310,622,502,767,Table
./OID/Dataset/train/50d0b85e28bf4876.jpg,493,562,602,719,Table
./OID/Dataset/train/50de3d3679ad0176.jpg,0,272,736,958,Couch
./OID/Dataset/train/50ee1f2f2673b159.jpg,416,254,1023,684,Bed
./OID/Dataset/train/510269dc8eb5c9ba.jpg,14,295,780,653,Table
./OID/Dataset/train/510269dc8eb5c9ba.jpg,640,310,1023,620,Table
./OID/Dataset/train/5113cf8b79c872ef.jpg,213,408,595,724,Table
./OID/Dataset/train/5113cf8b79c872ef.jpg,175,322,506,429,Table
./OID/Dataset/train/5113cf8b79c872ef.jpg,511,330,930,470,Table
./OID/Dataset/train/512074fb7db2d734.jpg,0,445,682,1023,Couch
./OID/Dataset/train/512457aa5c3e01ee.jpg,674,519,1023,767,Couch
./OID/Dataset/train/51265dc881d53806.jpg,0,584,743,767,Table
./OID/Dataset/train/51265dc881d53806.jpg,323,392,568,466,Table
./OID/Dataset/train/5133a0d61b78b1e3.jpg,168,235,803,682,Bed
./OID/Dataset/train/513607b3f0814a76.jpg,259,435,522,646,Table
./OID/Dataset/train/513607b3f0814a76.jpg,355,363,1017,593,Table
./OID/Dataset/train/514d83533d25bb25.jpg,0,204,1023,677,Couch
./OID/Dataset/train/5158cdb89c0eecaf.jpg,203,105,257,210,Couch
./OID/Dataset/train/5158cdb89c0eecaf.jpg,254,100,628,147,Couch
./OID/Dataset/train/5158cdb89c0eecaf.jpg,467,109,684,310,Couch
./OID/Dataset/train/5158cdb89c0eecaf.jpg,485,147,684,420,Couch
./OID/Dataset/train/516e02c15df206e5.jpg,417,364,1023,679,Bed
./OID/Dataset/train/516e02c15df206e5.jpg,26,412,399,660,Couch
./OID/Dataset/train/51743384ffedd517.jpg,11,355,1020,998,Couch
./OID/Dataset/train/51743384ffedd517.jpg,172,606,537,791,Table
./OID/Dataset/train/51743384ffedd517.jpg,535,580,911,756,Table
./OID/Dataset/train/517cc84c020a55e6.jpg,339,536,666,675,Table
./OID/Dataset/train/517cc84c020a55e6.jpg,0,374,321,680,Table
./OID/Dataset/train/51827f94223eea9a.jpg,231,516,477,685,Bed
./OID/Dataset/train/518dcbda354046bd.jpg,640,560,827,1022,Bed
./OID/Dataset/train/51978b3f5168040f.jpg,38,278,968,754,Bed
./OID/Dataset/train/519ef47905d1f846.jpg,4,369,998,755,Bed
./OID/Dataset/train/51bc6dbea38c9f89.jpg,47,442,349,654,Table
./OID/Dataset/train/51bc6dbea38c9f89.jpg,55,382,89,408,Table
./OID/Dataset/train/51bc6dbea38c9f89.jpg,198,398,369,437,Table
./OID/Dataset/train/51bc6dbea38c9f89.jpg,283,374,326,394,Table
./OID/Dataset/train/51bc6dbea38c9f89.jpg,410,423,733,597,Table
./OID/Dataset/train/51bc6dbea38c9f89.jpg,573,390,620,424,Table
./OID/Dataset/train/51bc6dbea38c9f89.jpg,819,403,991,511,Table
./OID/Dataset/train/51bc6dbea38c9f89.jpg,954,393,1023,416,Table
./OID/Dataset/train/51cd85749bfdc78c.jpg,307,244,929,746,Bed
./OID/Dataset/train/51d455a6b38fc19a.jpg,155,464,392,778,Table
./OID/Dataset/train/51f29dfd8649eba2.jpg,0,487,154,767,Table
./OID/Dataset/train/51f29dfd8649eba2.jpg,0,420,207,572,Table
./OID/Dataset/train/51f29dfd8649eba2.jpg,58,315,1023,680,Table
./OID/Dataset/train/51f29dfd8649eba2.jpg,141,507,840,767,Table
./OID/Dataset/train/5218cd5bed7f82e3.jpg,35,495,545,768,Table
./OID/Dataset/train/5218cd5bed7f82e3.jpg,884,434,1023,545,Table
./OID/Dataset/train/5219ad88b018bbde.jpg,0,432,1022,748,Bed
./OID/Dataset/train/5266380a6c081a4e.jpg,0,66,1023,714,Bed
./OID/Dataset/train/527215211ea9f201.jpg,350,355,1009,675,Table
./OID/Dataset/train/5287f977d2087f96.jpg,0,385,1023,778,Table
./OID/Dataset/train/528e574d49748e89.jpg,38,499,466,732,Table
./OID/Dataset/train/528e574d49748e89.jpg,195,438,361,522,Table
./OID/Dataset/train/528e9421c4f3135a.jpg,620,458,829,767,Couch
./OID/Dataset/train/52a161ff90b3d976.jpg,23,377,1022,848,Bed
./OID/Dataset/train/52be9a21a97c5dc6.jpg,0,311,540,679,Bed
./OID/Dataset/train/52beaf5957e71a3f.jpg,683,66,1019,273,Couch
./OID/Dataset/train/52d030e04e7cf6cb.jpg,0,385,450,1023,Bed
./OID/Dataset/train/52d5cc72725b2ff7.jpg,183,101,806,613,Table
./OID/Dataset/train/52f895a8e7521546.jpg,489,470,780,718,Table
./OID/Dataset/train/5320c22701422cfa.jpg,313,335,785,749,Bed
./OID/Dataset/train/5323d962c9ce87ce.jpg,25,383,227,534,Couch
./OID/Dataset/train/5323d962c9ce87ce.jpg,136,378,408,556,Couch
./OID/Dataset/train/5323d962c9ce87ce.jpg,454,315,566,394,Couch
./OID/Dataset/train/5323d962c9ce87ce.jpg,575,366,828,535,Couch
./OID/Dataset/train/53249876052e0067.jpg,545,430,703,572,Table
./OID/Dataset/train/5331573b373f9538.jpg,4,166,1016,665,Couch
./OID/Dataset/train/5356d8234f88c3f7.jpg,0,435,1023,682,Table
./OID/Dataset/train/5359429d58015696.jpg,294,509,948,683,Table
./OID/Dataset/train/5359429d58015696.jpg,55,366,259,459,Table
./OID/Dataset/train/5359429d58015696.jpg,374,394,514,457,Table
./OID/Dataset/train/5359429d58015696.jpg,504,395,549,445,Table
./OID/Dataset/train/5359429d58015696.jpg,726,406,909,494,Table
./OID/Dataset/train/5359429d58015696.jpg,963,370,1023,477,Table
./OID/Dataset/train/535eaf8c5d8bd49f.jpg,404,658,1023,767,Table
./OID/Dataset/train/535ec7861c04177b.jpg,573,335,845,608,Couch
./OID/Dataset/train/537f14183fb733fc.jpg,44,296,616,975,Bed
./OID/Dataset/train/539a80e6becf1ef7.jpg,213,516,970,745,Bed
./OID/Dataset/train/53b2a5943ac137f3.jpg,342,534,1023,767,Bed
./OID/Dataset/train/53b2a5943ac137f3.jpg,58,401,369,627,Table
./OID/Dataset/train/53b2a5943ac137f3.jpg,370,479,525,621,Table
./OID/Dataset/train/53c627210914a18a.jpg,39,314,931,751,Bed
./OID/Dataset/train/53dce059e651f166.jpg,889,659,993,767,Table
./OID/Dataset/train/53df18675a340b0a.jpg,0,552,819,682,Table
./OID/Dataset/train/53fc3f4746514d4d.jpg,297,234,903,602,Table
./OID/Dataset/train/5400c9e9f81e834b.jpg,89,314,724,895,Bed
./OID/Dataset/train/540ab2653fb69c75.jpg,0,0,1023,679,Bed
./OID/Dataset/train/540ca49751959f6a.jpg,58,323,972,760,Bed
./OID/Dataset/train/54221bf20ed153ea.jpg,0,373,597,492,Table
./OID/Dataset/train/54221bf20ed153ea.jpg,264,312,343,373,Table
./OID/Dataset/train/54221bf20ed153ea.jpg,603,320,867,457,Table
./OID/Dataset/train/54221bf20ed153ea.jpg,691,326,841,381,Table
./OID/Dataset/train/54221bf20ed153ea.jpg,820,250,960,281,Table
./OID/Dataset/train/542ef357a4e7c44c.jpg,750,668,1023,767,Table
./OID/Dataset/train/542ef357a4e7c44c.jpg,781,421,1023,729,Table
./OID/Dataset/train/54495e0e32de42bd.jpg,0,0,1023,804,Couch
./OID/Dataset/train/5453d7bae82862f7.jpg,305,339,843,646,Couch
./OID/Dataset/train/5482fe27a5a27df3.jpg,3,32,1001,709,Bed
./OID/Dataset/train/548d5e84e2add47a.jpg,128,639,566,940,Couch
./OID/Dataset/train/549c014e85b4f826.jpg,40,81,954,576,Bed
./OID/Dataset/train/549fa21da73f31ce.jpg,186,426,444,573,Couch
./OID/Dataset/train/549fa21da73f31ce.jpg,445,420,1023,767,Couch
./OID/Dataset/train/54a29e0049576306.jpg,0,420,767,1023,Couch
./OID/Dataset/train/54ed08915d0c878b.jpg,418,552,627,738,Couch
./OID/Dataset/train/550188cd35e28ff5.jpg,0,518,964,682,Table
./OID/Dataset/train/55029a90546df702.jpg,0,600,618,755,Table
./OID/Dataset/train/5528b18a3c00ad1e.jpg,328,488,960,708,Table
./OID/Dataset/train/5539c7c8f45b8f11.jpg,362,509,848,986,Table
./OID/Dataset/train/5539c7c8f45b8f11.jpg,383,356,652,554,Table
./OID/Dataset/train/55679563071aaac3.jpg,179,232,728,596,Table
./OID/Dataset/train/55679563071aaac3.jpg,38,201,180,320,Table
./OID/Dataset/train/55679563071aaac3.jpg,120,154,353,333,Table
./OID/Dataset/train/5567a2ff62634539.jpg,113,229,1007,703,Couch
./OID/Dataset/train/557e70da021e81f2.jpg,0,560,1023,764,Table
./OID/Dataset/train/557e70da021e81f2.jpg,879,273,958,348,Table
./OID/Dataset/train/5598f491b22b708e.jpg,0,641,215,883,Bed
